,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.991841,0.991865,0.991596,0.991666,0.992148,0.991936,0.991608,0.992178,0.991414,0.991777,0.991722,0.991623,0.991719,0.991798,0.991476,0.991929,0.992002,0.991361,0.991528,0.992090,0.991712,0.991909,0.992026,0.991680,0.991754,0.993060,0.991513,0.991155,0.991451,0.992075
