,Frac. survival,Frac. err,Frac. min,Frac. max,Tot. w/o cuts,Tot. w/o cuts err,Tot. e Aper,Tot. e Aper err,Tot. p Aper,Tot. p Aper err,Tot. only w/ zp,Tot. onyl w/ zp err
0.100000,0.984485,0.000068,0.983854,0.985209,105270.833333,52.095939,8044.033333,15.732944,23.300000,0.885877,103726.333333,50.600973
0.150000,0.994200,0.000083,0.992325,0.994986,105320.400000,60.927910,8114.766667,14.356004,24.166667,1.038250,103745.333333,60.696665
0.200000,0.997520,0.000031,0.997147,0.997773,105283.466667,68.965527,8166.833333,18.378555,24.200000,0.837191,103714.000000,67.312951
0.210000,0.997878,0.000027,0.997566,0.998149,105352.500000,52.946383,8211.966667,15.582931,23.400000,0.834799,103759.400000,51.599173
0.250000,0.998699,0.000023,0.998399,0.998969,105469.033333,60.131180,8241.100000,17.729846,23.500000,0.919843,103867.300000,58.767114
0.310000,0.999178,0.000020,0.998883,0.999416,105460.733333,70.993191,8296.433333,15.111268,25.400000,0.964480,103848.966667,67.577157
,Frac. survival,Frac. err,Frac. min,Frac. max,Tot. w/o cuts,Tot. w/o cuts err,Tot. e Aper,Tot. e Aper err,Tot. p Aper,Tot. p Aper err,Tot. only w/ zp,Tot. onyl w/ zp err
0.130000,0.991787,0.000062,0.991155,0.993060,105415.500000,74.934056,8064.933333,17.627752,23.000000,0.684755,103844.666667,73.644949
