,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.988944,0.992542,0.992261,0.992533,0.992373,0.992117,0.992444,0.992004,0.991867,0.992026,0.992445,0.992269,0.992425,0.992002,0.992106,0.992572,0.991874,0.992623,0.991664,0.992477,0.992599,0.991907,0.992967,0.992042,0.992254,0.992482,0.991892,0.991883,0.992174,0.992346
1,0.994434,0.993752,0.993997,0.994416,0.993977,0.994033,0.993922,0.994064,0.993986,0.994005,0.993749,0.994281,0.993920,0.994177,0.993895,0.994000,0.994415,0.994337,0.994033,0.994070,0.994188,0.994343,0.994440,0.993799,0.994157,0.994230,0.990441,0.994096,0.993703,0.994380
