,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.994554,0.994427,0.994382,0.994360,0.994462,0.994701,0.994261,0.994397,0.994424,0.994664,0.994192,0.994604,0.994471,0.994494,0.994360,0.994297,0.994505,0.994575,0.994104,0.994346,0.994786,0.994614,0.994061,0.994176,0.994414,0.994369,0.994245,0.994863,0.994655,0.994111
