,Frac. survival,Frac. err,Frac. min,Frac. max,Tot. w/ cut,Tot. w/ cut err,Tot. e Aper,Tot. e Aper err,Tot. p Aper,Tot. p Aper err,Tot. w/o zp,Tot. w/o zp err
0.021000,0.994429,0.000036,0.994061,0.994863,182756.066667,69.694698,27996.433333,27.157593,74774.733333,49.317834,182232.800000,69.320246
